,id,property_title,host_id,host_name,city,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,nr_reviews_past_year,avail_month,price_range
19334,49211825,Apartment in upper manhattan,381148614,Odalina,Manhattan,Washington Heights,40.85728,-73.92788,Entire home/apt,70.0,30,61,1,306,5,oct-dec,Low-range product
19335,49214530,This Room is everything you need for your stay,326668977,Yves,Brooklyn,Flatlands,40.62131,-73.94094,Private room,49.0,30,51,1,365,11,oct-dec,Low-range product
19336,49214699,Bright and Spacious - Williamsburg - King Bed,59101644,Anthony,Brooklyn,Williamsburg,40.715171,-73.946983,Entire home/apt,526.0,30,79,2,179,9,apr-jun,High range
19337,49218440,"Blueground | UWS, elevator, gym, nr Columbus Cir",107434423,Blueground,Manhattan,Upper West Side,40.77849519999999,-73.9882729,Entire home/apt,308.0,31,1,842,339,0,oct-dec,High range
19340,49226616,One bedroom apt in Williamsburg - Prime location!,393692728,Gigi,Brooklyn,Williamsburg,40.71696,-73.95973,Entire home/apt,190.0,30,2,1,110,1,apr-jun,Mid-range product
19341,49227835,Comfortable Private Room #108 C,305240193,Elena,Manhattan,Harlem,40.80049,-73.95735,Private room,68.0,30,0,351,328,0,oct-dec,Low-range product
19342,49228423,Accessible Private Room #108 A,305240193,Elena,Manhattan,Harlem,40.80039,-73.9575,Private room,72.0,30,0,351,315,0,oct-dec,Low-range product
19343,49228776,Fully Furnished Cozy Studio in Upper West Side,385129361,Sara M,Manhattan,Upper West Side,40.79721,-73.96368,Entire home/apt,103.0,30,10,32,247,1,jul-sep,Mid-range product
19345,49241564,"Blueground | Midtown E, elevator, nr park",107434423,Blueground,Manhattan,Upper East Side,40.761182,-73.96527259999999,Entire home/apt,283.0,31,0,842,279,0,oct-dec,High range
19346,49243212,TRYP by Wyndham Midtown Times Square - Sleeps 8,38592279,Vk,Manhattan,Hell's Kitchen,40.7544,-73.99539,Private room,586.0,1,69,20,60,9,jan-mar,High range
19347,49244215,TRYP by Wyndham - Luxury that sleeps 6 - Midtown,38592279,Vk,Manhattan,Hell's Kitchen,40.75413,-73.9936,Private room,469.0,1,46,20,56,17,jan-mar,High range
19348,49245482,Queen Bed+Sofa Bed+Mini Fridge + Coffee Maker+More,397259778,Diego,Queens,Jackson Heights,40.75254,-73.89361,Private room,48.0,30,21,5,358,2,oct-dec,Low-range product
19349,49246673,Beautiful Newly Renowated Private Studio by NYU,384559808,Best Inns USA,Manhattan,Gramercy,40.73405,-73.98552,Entire home/apt,109.0,30,10,29,204,3,jul-sep,Mid-range product
19350,49247483,Newly Renovated Apartment with Garden in Townhouse,28518140,Sophie,Brooklyn,Bedford-Stuyvesant,40.68413,-73.93224,Entire home/apt,176.0,30,80,1,279,16,oct-dec,Mid-range product
19352,49249517,Ganga,96741258,Jeremy,Brooklyn,Prospect-Lefferts Gardens,40.66065,-73.95911,Entire home/apt,117.0,30,13,3,155,4,apr-jun,Mid-range product
19354,49256890,Recently Updated One Bedroom East Side Walk-Up,17116465,Janet,Manhattan,Upper East Side,40.77543,-73.95107,Entire home/apt,197.0,30,58,1,276,11,oct-dec,Mid-range product
19355,49257438,"Clinton Hill HDTV Room, washer/dryer, rooftop #208",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68862,-73.95399,Private room,44.0,30,0,692,326,0,oct-dec,Low-range product
19357,49258364,Studio with Roof Deck,43515749,Sherry,Manhattan,Tribeca,40.71812,-74.0076,Entire home/apt,363.0,30,16,1,356,1,oct-dec,High range
19359,49258856,78-1B  New 1BR prime UES WD in unit,162280872,Urban Furnished,Manhattan,Upper East Side,40.77242660522461,-73.95455169677734,Entire home/apt,170.0,30,4,212,314,1,oct-dec,Mid-range product
19360,49259071,Modern 1 BR Apartment by Grand Central,12133063,Rozaliya,Manhattan,Midtown,40.75196,-73.97212,Entire home/apt,450.0,30,17,1,269,3,jul-sep,High range
19361,49259253,Light and Airy Bed Stuy Apartment,10526077,Michelle,Brooklyn,Bedford-Stuyvesant,40.69086,-73.94075,Entire home/apt,200.0,30,10,1,186,0,jul-sep,Mid-range product
19362,49260138,Luxury Upper East Studio~W&D in unit,27181542,JT Urban,Manhattan,Upper East Side,40.77463,-73.94774,Entire home/apt,154.0,30,6,33,102,2,apr-jun,Mid-range product
19366,49270303,1500sqft. Huge Loft W/ Manhattan View,21452140,Shatandra,Brooklyn,Fort Greene,40.6976,-73.97356,Entire home/apt,282.0,30,0,1,364,0,oct-dec,High range
19368,49273047,Minimalist Brooklyn Gem to Yourself,103747506,Rebecca,Brooklyn,Crown Heights,40.67751,-73.93743,Entire home/apt,165.0,30,26,4,335,18,oct-dec,Mid-range product
19369,49273709,Entire 1 Bedroom Apt / Peaceful / Williamsburg,5945833,Ollie,Brooklyn,Williamsburg,40.712753,-73.941566,Entire home/apt,214.0,30,6,2,48,0,jan-mar,Mid-range product
19370,49274169,"One of a Kind Tribeca Loft, Terrace, Water Views",1130454,Samir,Manhattan,Tribeca,40.71538,-74.00599,Entire home/apt,826.0,30,9,1,306,0,oct-dec,High range
19371,49283219,"Bedstuy HDTV Room, Laundry, 22min to Manhattan#202",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68636,-73.95449,Private room,50.0,30,0,692,365,0,oct-dec,Low-range product
19372,49286428,"Private bedroom, full bath, and study",30445086,Joshua,Brooklyn,Flatbush,40.64321065415165,-73.96423124456614,Private room,145.0,4,7,1,23,6,jan-mar,Mid-range product
19374,49288693,Ditmas Park Landmark Mansion,144807057,Israel,Brooklyn,Flatbush,40.64178,-73.95942,Private room,140.0,30,22,1,179,7,apr-jun,Mid-range product
19375,49289676,Very Bright and Spacious Studio Apartment in NYC,385129361,Sara M,Manhattan,Upper West Side,40.79604,-73.96315,Entire home/apt,105.0,30,1,32,247,0,jul-sep,Mid-range product
19377,49290383,1BR unit with big porch in luxury amenity building,278925199,Paradise Suites,Manhattan,Midtown,40.75887,-73.96068,Entire home/apt,248.0,30,4,38,363,0,oct-dec,Mid-range product
19378,49291302,Georgeous Appartment in the heart of Williamsburg,321338266,Patrick & Emily,Brooklyn,Williamsburg,40.71634,-73.95863,Entire home/apt,195.0,30,67,5,306,10,oct-dec,Mid-range product
19379,49293503,"Bedstuy HDTV Room, Laundry, 22min to Manhattan#203",3223938,Eugene,Brooklyn,Bedford-Stuyvesant,40.68655,-73.95586,Private room,47.0,30,0,692,365,0,oct-dec,Low-range product
19380,49294132,Beautiful WFH studio with large kitchen and desk,380601266,Jeremy,Manhattan,East Village,40.72743,-73.98811,Entire home/apt,150.0,90,7,28,246,1,jul-sep,Mid-range product
19383,49299232,3BR/2BTH Beauty in Brooklyn's Bed-Stuy*,22057975,Kevin,Brooklyn,Bedford-Stuyvesant,40.68136,-73.91904,Entire home/apt,130.0,30,19,1,140,4,apr-jun,Mid-range product
19385,49315958,"SubletSummer 2024,One family House July and August",6602545,Eleni,Brooklyn,South Slope,40.6677,-73.98919,Private room,145.0,30,0,2,206,0,jul-sep,Mid-range product
19386,49316728,2 Hudson Yards room Javits center edge tower,381698920,Hudson,Manhattan,Hell's Kitchen,40.75465,-73.99621,Private room,175.0,2,17,31,180,2,apr-jun,Mid-range product
19388,49319626,Large room 20 min to Manhattan,395015552,Lisa,Queens,Forest Hills,40.72383,-73.84601,Private room,40.0,39,23,2,151,6,apr-jun,Low-range product
19389,49320836,Kiki's Cottage,397758091,Kiki,Queens,Queens Village,40.70649,-73.74763,Private room,90.0,30,25,1,358,1,oct-dec,Mid-range product
19390,49322333,Perfect East Village Studio for Work / Live in NYC,380601266,Jeremy,Manhattan,East Village,40.72565,-73.98772,Entire home/apt,155.0,90,7,28,336,2,oct-dec,Mid-range product
19392,49325044,Private room in beautiful neighborhood!,337846634,Raju,Queens,Woodhaven,40.6921,-73.86627,Private room,75.0,30,28,1,179,0,apr-jun,Low-range product
19393,49328408,"Blueground | Murray Hill, gym, doorman, pool, roof",107434423,Blueground,Manhattan,Kips Bay,40.7449717,-73.9770424,Entire home/apt,358.0,31,0,842,349,0,oct-dec,High range
19394,49336931,Cute and sunny room in a prime location in Willi,33871880,Meital,Brooklyn,Williamsburg,40.71074,-73.96273,Private room,108.0,30,24,2,90,1,apr-jun,Mid-range product
19395,49341125,"Resort Casino ,A TRAIN 
Walking distance to Beach",398011206,Shaheem,Queens,Bayswater,40.60107,-73.76515,Entire home/apt,130.0,30,3,1,180,0,apr-jun,Mid-range product
19396,49341459,UES One Bedroom near Shopping & Museums,22541573,Furnished Quarters,Manhattan,Upper East Side,40.76981,-73.95714,Entire home/apt,195.0,30,0,144,355,0,oct-dec,Mid-range product
19397,49341477,Charming  Studio Apartment on the Upper West Side,22541573,Furnished Quarters,Manhattan,Upper West Side,40.78747,-73.97293,Entire home/apt,173.0,30,0,144,326,0,oct-dec,Mid-range product
19398,49341497,Upper East Side One Bedroom on Charming Street,22541573,Furnished Quarters,Manhattan,Upper East Side,40.76989,-73.95732,Entire home/apt,189.0,30,1,144,313,0,oct-dec,Mid-range product
19399,49342328,Prime UWS One Bedroom Apartment with Flexible Stay,1184707,John,Manhattan,Upper West Side,40.78238,-73.97704,Shared room,200.0,30,0,1,173,0,apr-jun,Mid-range product
19400,49346114,Spacious & Modern Luxury Apartment,339083618,Brian,Queens,Ditmars Steinway,40.77345671885072,-73.90876757643687,Entire home/apt,175.0,30,9,3,329,5,oct-dec,Mid-range product
19401,49346405,Beautiful & Modern 2 bedroom apartment (2),384532776,Nathan,Manhattan,Hell's Kitchen,40.76133,-73.99407,Entire home/apt,300.0,30,9,44,365,2,oct-dec,High range
19402,49348879,Nanna’s Piano!! Recently Renovated 2 Story Home,398072416,Billy,Queens,St. Albans,40.68674,-73.76876,Entire home/apt,234.0,30,69,1,178,11,apr-jun,Mid-range product
19403,49350342,Beautiful Oasis By JFK Airport &Green Acres Mall,329475936,Angel,Queens,Rosedale,40.66166,-73.73932,Entire home/apt,75.0,30,35,2,85,2,jan-mar,Low-range product
19404,49351415,Large Comfy Stylish~Doorman~Natural Light~Midtown,29582882,Jerry & Lynn,Manhattan,Midtown,40.75405,-73.97061,Entire home/apt,300.0,30,6,11,77,1,jan-mar,High range
19405,49351864,Doorman~Elevator~2 Beds~Large Condo~Work&Study,29582882,Jerry & Lynn,Manhattan,Midtown,40.75324,-73.97269,Entire home/apt,270.0,30,2,11,179,0,apr-jun,High range
19408,49364284,Beautiful East Village Studio with Seating Area,380601266,Jeremy,Manhattan,East Village,40.72586,-73.98735,Entire home/apt,154.0,90,6,28,201,1,jul-sep,Mid-range product
19409,49367371,Fully Furnished Studio In Union Square by NYU,384559808,Best Inns USA,Manhattan,Gramercy,40.73426,-73.98567,Entire home/apt,93.0,30,8,29,258,4,jul-sep,Mid-range product
19410,49377270,"Blueground | Murray Hill, gym, pool, parking",107434423,Blueground,Manhattan,Murray Hill,40.74885,-73.97319,Entire home/apt,216.0,31,0,842,308,0,oct-dec,Mid-range product
19411,49377278,"Blueground | Murray Hill, gym, pool, parking",107434423,Blueground,Manhattan,Murray Hill,40.7488486,-73.9731852,Entire home/apt,333.0,31,0,842,324,0,oct-dec,High range
19413,49378714,Luxurious fully furnished 2 Bedrooms in Wall St,398277756,Shani,Manhattan,Financial District,40.70386,-74.00782,Entire home/apt,260.0,30,0,2,319,0,oct-dec,High range
19414,49380403,Comfy 2BR in Wall St,398277756,Shani,Manhattan,Financial District,40.7056,-74.00654,Entire home/apt,245.0,30,1,2,324,1,oct-dec,Mid-range product
19416,49386840,Bright airy loft in Crown Heights brownstone,9919024,Francesco,Brooklyn,Crown Heights,40.6774,-73.95546,Private room,199.0,30,29,1,179,0,apr-jun,Mid-range product
19417,49387570,Charming Chelsea One Bedroom - Great Location!,397538297,Victor,Manhattan,Chelsea,40.74941,-73.99796,Entire home/apt,278.0,3,180,1,133,50,apr-jun,High range
19418,49388478,Manhattan Cozy Studio Near Empire Building-2 beds,204811322,Manhattan House Studios,Manhattan,Midtown,40.74789,-73.98701,Entire home/apt,202.0,2,161,3,149,59,apr-jun,Mid-range product
19419,49390997,Brand New Studio * Doorman Building * Work & Study,29582882,Jerry & Lynn,Manhattan,Midtown,40.75443,-73.97277,Entire home/apt,230.0,30,1,11,165,1,apr-jun,Mid-range product
19422,49402615,Crisp Private Room in Artist Flat w/Rooftop Patio,56887361,Ariel,Brooklyn,Bedford-Stuyvesant,40.68627,-73.92742,Private room,64.0,30,103,1,90,21,apr-jun,Low-range product
19423,49402750,Stylish 2 beds in a perfect location - by subway,51589519,Noomi,Manhattan,Midtown,40.755787,-73.965126,Entire home/apt,232.0,30,12,32,330,3,oct-dec,Mid-range product
19424,49403099,"Charming, spacious stay in the heart of BK",433146,Sammi,Brooklyn,Crown Heights,40.67368,-73.95469,Private room,260.0,4,56,1,102,13,apr-jun,High range
19425,49404022,Standard SB- Furnished Studio Rentals,395671107,Esplanade 99,Manhattan,Upper West Side,40.79737,-73.97162,Entire home/apt,79.0,30,4,34,100,1,apr-jun,Low-range product
19426,49405833,Prime Bushwick Duplex with 14ft Ceiling #89,3223938,Eugene,Brooklyn,Bushwick,40.69937,-73.91956,Private room,36.0,30,1,692,335,0,oct-dec,Low-range product
19427,49409612,tony East 80s | maid + laundry included,24641078,Joshua,Manhattan,Upper East Side,40.77796,-73.96073,Entire home/apt,10.0,30,9,4,37,3,jan-mar,Low-range product
19428,49416452,Room at artists house with studio and backyard,49639577,Pedro,Brooklyn,Bedford-Stuyvesant,40.69892,-73.94545,Private room,55.0,30,12,1,0,4,jan-mar,Low-range product
19430,49419882,"Private Room @Border of NYC, Near UBS Belmont Park",129549216,Joann,Queens,Queens Village,40.71205991779899,-73.72986548117426,Private room,30.0,30,0,1,277,0,oct-dec,Low-range product
19432,49420553,Astoria Piolo BnB,310458391,Noralyn,Queens,Astoria,40.75791,-73.9218,Private room,70.0,30,82,3,315,21,oct-dec,Low-range product
19433,49421625,"GRAMERCY PARK Union Square Luxury 
1 bedroom",92030616,Priscilla,Manhattan,Gramercy,40.73533,-73.98666,Entire home/apt,365.0,30,82,1,86,15,jan-mar,High range
19434,49422007,King Bed | LGA Airport 5 Mi | Wi-Fi | 2BD | NYC,398622781,Katelyn,Bronx,Schuylerville,40.8395,-73.83315,Entire home/apt,228.0,30,52,4,365,1,oct-dec,Mid-range product
19435,49422746,3 FLOORS OF A STYLISH NEW BROWNSTONE W/ BACKYARD!,4303663,Sarah,Brooklyn,Bedford-Stuyvesant,40.68333053588867,-73.94183349609375,Entire home/apt,249.0,30,1,2,326,0,oct-dec,Mid-range product
19437,49424846,Cozy Exposed Brick Gem~BK,200183045,Lourdie,Brooklyn,Crown Heights,40.6714,-73.93228,Private room,100.0,30,1,1,90,0,apr-jun,Mid-range product
19438,49425803,Beautiful luxuries apartment in Bed-stuy Brooklyn,380332619,Casey,Brooklyn,Bedford-Stuyvesant,40.6803,-73.94927,Entire home/apt,60.0,30,11,9,336,4,oct-dec,Low-range product
19439,49426040,Luxury Private 2BRs Apt  Perfect for a getaway. 💖💎,393283611,Marianny,Brooklyn,East New York,40.67606,-73.87935,Private room,151.0,1,347,2,123,53,apr-jun,Mid-range product
19440,49436100,Spectacular Views 2 Beds 2Baths by Columbus Circle,2867137,Avi,Manhattan,Midtown,40.76442,-73.98158,Entire home/apt,365.0,30,4,90,343,1,oct-dec,High range
19442,49441284,Sunny bedroom in Artist home,1211119,Rachael,Queens,Ridgewood,40.70690180599711,-73.91013293689059,Private room,75.0,30,0,1,179,0,apr-jun,Low-range product
19444,49442994,203 - 1 Bedroom Apt in luxury amenity building,278925199,Paradise Suites,Manhattan,Midtown,40.75892,-73.96104,Entire home/apt,199.0,30,7,38,364,3,oct-dec,Mid-range product
19445,49443360,CAKEZVILLE LOUNGE 2.0 (RETRO LOUNGE + SUITE),131103701,Steven,Brooklyn,East Flatbush,40.64317,-73.93869,Private room,100.0,30,32,2,338,2,oct-dec,Mid-range product
19447,49447343,1 BR Bushwick Condo in Elevator Building with W/D,4375819,Jasmin,Brooklyn,Bushwick,40.68914,-73.90994,Entire home/apt,119.0,30,10,1,122,1,apr-jun,Mid-range product
19448,49447624,Welcome to the Newly Renovated luxury Studio.,323774893,Wendy,Queens,Queens Village,40.70608,-73.74721,Private room,169.0,30,1,1,365,1,oct-dec,Mid-range product
19449,49447923,Cozy Urban Oasis,44798128,Courtney,Queens,Ridgewood,40.71115,-73.91696,Entire home/apt,182.0,30,9,1,279,1,oct-dec,Mid-range product
19450,49448081,Beautiful suite in Fortgreene Brooklyn available,398614581,Hamza,Brooklyn,Fort Greene,40.6873501,-73.97510679999999,Entire home/apt,110.0,30,92,4,143,18,apr-jun,Mid-range product
19451,49448292,Luxury 1 Bedroom by Columbus Circle & Central Park,2867137,Avi,Manhattan,Midtown,40.76402,-73.98364,Entire home/apt,225.0,30,1,90,217,0,jul-sep,Mid-range product
19452,49451418,City Sanctuary,32939046,Robert,Manhattan,Murray Hill,40.74628,-73.97032,Entire home/apt,600.0,31,0,1,358,0,oct-dec,High range
19454,49462266,Airy brownstone penthouse duplex near Central Park,12802591,Rob,Manhattan,Upper West Side,40.778797,-73.976624,Entire home/apt,195.0,30,3,1,108,1,apr-jun,Mid-range product
19456,49470050,"The Manhattan, New York, NY. 1BD (4) - BG",373307437,Deena,Manhattan,Midtown,40.7639,-73.98165,Entire home/apt,933.0,30,0,3,177,0,apr-jun,High range
19457,49470218,"The Manhattan, New York, NY. Exec Studio (2) - BG",373307437,Deena,Manhattan,Midtown,40.76597,-73.98205,Entire home/apt,399.0,30,0,3,177,0,apr-jun,High range
19458,49470374,"The Manhatten, New York, NY. Exec Studio (2)",373307437,Deena,Manhattan,Midtown,40.76596,-73.98031,Entire home/apt,399.0,30,0,3,177,0,apr-jun,High range
19459,49474557,park facing Greenpoint 2 bedroom apartment,795181,Jana,Brooklyn,Greenpoint,40.72304,-73.94546,Entire home/apt,175.0,30,1,1,143,0,apr-jun,Mid-range product
19460,49475002,"Blueground | UES, elevator, gym, coworking spaces",107434423,Blueground,Manhattan,Upper East Side,40.77592,-73.94643,Entire home/apt,375.0,31,1,842,66,0,jan-mar,High range
19461,49481775,Midtown West Private Room-weekly/monthly available,16480700,Geo And Alex,Manhattan,Hell's Kitchen,40.76189,-73.99103,Private room,189.0,30,16,27,244,0,jul-sep,Mid-range product
19462,49483226,"Modern, luxury garden bedroom in Park Slope",130929164,Laura,Brooklyn,South Slope,40.66248,-73.98472,Private room,224.0,4,68,1,109,24,apr-jun,Mid-range product
19463,49486977,LARGE ROOM - WASHER DRYER - MONTHLY RENTAL,231870747,Ozzy,Manhattan,Harlem,40.82255,-73.94684,Private room,67.0,30,13,5,122,3,apr-jun,Low-range product
19465,49487853,There’s no place like Brooklyn,298086688,Michael,Brooklyn,South Slope,40.66077,-73.98365,Entire home/apt,230.0,30,24,1,364,5,oct-dec,Mid-range product
19466,49491879,"Blueground | UES, elevator, gym, coworking spaces",107434423,Blueground,Manhattan,Upper East Side,40.77592,-73.94643,Entire home/apt,257.0,31,1,842,317,0,oct-dec,High range
19467,49500273,Renovated 2021@Queens apartment.,200239515,Shogo,Queens,Woodside,40.74076,-73.89341,Private room,42.0,30,35,246,55,4,jan-mar,Low-range product
19469,49505001,"Bushwick Exposed brick, 23 mins to Manhattan #96",3223938,Eugene,Brooklyn,Bushwick,40.69648,-73.90592,Private room,40.0,90,1,692,365,0,oct-dec,Low-range product
19470,49524149,Pet Friendly space with art studio and Breakfast.,61420016,Penny,Brooklyn,East Flatbush,40.65179,-73.91475,Entire home/apt,1000.0,30,40,1,90,0,apr-jun,High range
19471,49528207,Private Guest Space in Brooklyn Garden Townhouse,10612293,Jinha,Brooklyn,South Slope,40.66736,-73.9903,Private room,252.0,3,165,2,44,42,jan-mar,High range
19473,49532423,Room in a 1925 Charming Colonial,5215966,Melissa,Queens,Middle Village,40.71548,-73.87691,Private room,125.0,3,3,1,95,0,apr-jun,Mid-range product
19475,49535251,Room in 3BR1BA E. Harlem Apt near 6 train 103 St,137358866,Kaz,Manhattan,East Harlem,40.79191,-73.94477,Private room,67.0,30,4,56,320,0,oct-dec,Low-range product
19476,49538059,A special home away from home.,81636631,Jermaine,Brooklyn,Bedford-Stuyvesant,40.67925,-73.90996,Entire home/apt,105.0,30,0,2,89,0,jan-mar,Mid-range product
19477,49539983,Astoria diamond,127046909,Montaser,Queens,Long Island City,40.764109263988786,-73.93947235678513,Entire home/apt,120.0,30,1,1,27,0,jan-mar,Mid-range product
19479,49543308,Classic Private Room #180 D,305240193,Elena,Manhattan,Upper East Side,40.777456700587514,-73.94548920501448,Private room,170.0,30,0,351,330,0,oct-dec,Mid-range product
